station,station_key,lat,lon,row_id,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?,station_csv,borough,stop_name,stop_type,stop_distance,passengers_2017,passengers_2018,passengers_2019,passengers_2020,passengers_2021,num_lines,avg_passengers,covid_impact_pct,recovery_rate_pct,trend_slope,trend_category,cluster_id,cluster_name
Acton Town,acton town,51.50274977300057,-0.2802512035361106,0,500.0,Acton Town,5773625.0,5816798.0,5459521.0,5428316.0,5462387.0,5584934.0,5748994.0,6059017.0,6235045.0,6274649.0,5731527.0,5794685.0,6186555.0,3568528.0,2902697.0,"District, Piccadilly",London Underground,Yes,,,,Yes,Acton Town,Acton,Acton Town Underground Station,MET,0.0003724531848694883,5731527.0,5794685.0,6186555.0,3568528.0,2902697.0,2,4836798.4,-42.31801058909199,-18.65842162370591,-788381.7,Giảm mạnh,1,Ga nhỏ
Aldgate,aldgate,51.51427182308339,-0.0756141844777496,2,502.0,Aldgate,5572412.0,6243135.0,5974176.0,6026534.0,6235513.0,6647283.0,6877712.0,7221566.0,7527810.0,8009494.0,8459234.0,9218140.0,9956600.0,2775844.0,3525128.0,"Circle, Metropolitan",London Underground,Yes,,,,No,Aldgate,City of London,Aldgate Underground Station,MET,7.875747012215528e-05,8459234.0,9218140.0,9956600.0,2775844.0,3525128.0,2,6786989.2,-72.12056324448105,26.99301545764099,-1631050.8,Giảm mạnh,5,Ga trung bình
Aldgate East,aldgate east,51.51523341379648,-0.07228711997536542,3,503.0,Aldgate East,7657338.0,8152761.0,9047885.0,8974956.0,9157483.0,10134021.0,11663144.0,12248009.0,12839311.0,13434630.0,13262408.0,13707738.0,14148654.0,3144899.0,5611130.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Aldgate East,London,Aldgate East Underground Station,MET,0.00021874562536431074,13262408.0,13707738.0,14148654.0,3144899.0,5611130.0,2,9974965.8,-77.77245100488004,78.42003829057785,-2586539.5,Giảm mạnh,5,Ga trung bình
Alperton,alperton,51.54069476629347,-0.29948653867861147,4,505.0,Alperton,3005522.0,3072270.0,3044399.0,2942987.0,2945259.0,2893236.0,2956888.0,3171235.0,3205455.0,3174845.0,2896391.0,2796159.0,2858439.0,2064990.0,1345253.0,Piccadilly,London Underground,Yes,,,,No,Alperton,London,Alperton Underground Station,MET,0.000140247560221629,2896391.0,2796159.0,2858439.0,2064990.0,1345253.0,1,2392246.4,-27.7581225277153,-34.85426079545179,-383344.5,Giảm mạnh,2,Ga rất ít khách
Amersham,amersham,51.67414971062973,-0.607478839102469,5,506.0,Amersham,2341347.0,2171944.0,2088199.0,2109415.0,2099560.0,2097954.0,2041138.9999999998,2439993.0,2287149.0,2360700.0,2215502.0,2130207.0,2350099.0,863361.0,946577.0,Metropolitan,London Underground,Yes,,,,No,Amersham,Amersham,Amersham Underground Station,MET,0.00023651805209114955,2215502.0,2130207.0,2350099.0,863361.0,946577.0,1,1701149.2,-63.262781695579626,9.638610036821214,-380469.6,Giảm mạnh,2,Ga rất ít khách
Angel,angel,51.5324988689043,-0.1057899136653053,6,507.0,Angel,16625983.999999998,17824269.0,18051985.0,17821157.0,17775047.0,18578717.0,18930868.0,19217171.0,19756365.0,20100806.0,18236123.0,17661269.0,17705761.0,5255371.0,7258744.0,Northern,London Underground,Yes,,,,No,Angel,London,Angel Underground Station,MET,0.0001656442088429793,18236123.0,17661269.0,17705761.0,5255371.0,7258744.0,1,13223453.6,-70.31829922475515,38.12048664119051,-3436065.599999999,Giảm mạnh,5,Ga trung bình
Archway,archway,51.56542675453375,-0.13511351821033538,7,508.0,Archway,7738419.0,8236817.999999999,8048465.0,8053512.0,8081810.000000001,8059174.000000001,8169485.999999999,8943726.0,9794439.0,9940993.0,8806365.0,8608964.0,8772643.0,4429802.0,4027456.0,Northern,London Underground,Yes,,,,Yes,Archway,London,Archway Underground Station,MET,0.0002989201043118414,8806365.0,8608964.0,8772643.0,4429802.0,4027456.0,1,6929046.0,-49.5043625963122,-9.082708437081386,-1373698.0,Giảm mạnh,5,Ga trung bình
Arnos Grove,arnos grove,51.616340261056756,-0.13351630958178007,8,509.0,Arnos Grove,4314491.0,4250148.0,4311751.0,4096044.0,4159371.0,4155802.0000000005,4479004.0,4713904.0,4550587.0,4645869.0,4372042.0,4263555.0,4436265.0,2340827.0,1963343.0,Piccadilly,London Underground,Yes,,,,Yes,Arnos Grove,London,Arnos Grove Underground Station,MET,0.0004660897547162576,4372042.0,4263555.0,4436265.0,2340827.0,1963343.0,1,3475206.4,-47.234283795039296,-16.126095606381845,-674012.6,Giảm mạnh,0,Ga ít khách
Arsenal,arsenal,51.55849876877668,-0.10576198817555788,9,510.0,Arsenal,2734787.0,3212954.0,3051762.0,2977319.0,3067815.0,3017544.0,3091593.0,2900614.0,2802635.0,3012524.0,2671088.0,2651488.0,2768340.0,999026.0,1209093.0,Piccadilly,London Underground,Yes,,,,Yes,Arsenal,London,Arsenal Underground Station,MET,0.0017024098498964772,2671088.0,2651488.0,2768340.0,999026.0,1209093.0,1,2059807.0,-63.912452950143404,21.027180473781463,-457645.1999999999,Giảm mạnh,5,Ga trung bình
Baker Street,baker street,51.52306124814279,-0.15690035605778088,10,511.0,Baker Street,24009889.0,24605375.0,25636684.0,26275325.0,27017574.0,27744272.0,28097997.0,32175421.999999996,29379132.0,29754860.0,27340420.0,27349471.0,28073310.0,8475976.0,11147642.0,"Bakerloo, Circle, Jubilee, Hammersmith & City, Metropolitan",London Underground,Yes,,,,Yes,Baker Street,Marylebone,Baker Street Underground Station,MET,0.000291093672777242,27340420.0,27349471.0,28073310.0,8475976.0,11147642.0,5,20477363.8,-69.80770703561497,31.52045262988003,-5125905.1,Giảm mạnh,3,Ga lớn
Barbican,barbican,51.5201457253249,-0.09771112321624831,1,501.0,Barbican,9558748.0,10030975.0,9261249.0,8873092.0,9228704.0,9850562.0,10464425.0,11444738.0,11283478.0,11973122.0,11303155.0,11160091.0,10467974.0,2537108.0,3467856.0,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No,Barbican,London,Barbican Underground Station,MET,0.00031012767280609864,11303155.0,11160091.0,10467974.0,2537108.0,3467856.0,3,7787236.8,-75.76314194131548,36.68539139839534,-2429358.1,Giảm mạnh,3,Ga lớn
Barking,barking,51.539451208515715,0.08086318284941044,13,514.0,Barking,12787835.0,11676598.0,13045782.0,13719922.0,13955938.0,14514735.0,15224058.0,15592496.0,16055212.0,15860320.0,19511102.0,20580625.0,21622036.0,17562493.0,11353650.0,"District, Hammersmith & City, London Overground",London Underground,Yes,,Yes,,No,Barking,London,Barking Underground Station,MET,0.00023026850833901942,19511102.0,20580625.0,21622036.0,17562493.0,11353650.0,3,18125981.2,-18.77502655161614,-35.3528567954447,-1933303.5999999999,Giảm mạnh,3,Ga lớn
Barkingside,barkingside,51.585785960390545,0.08851101382177928,14,515.0,Barkingside,859251.0,952740.0,975225.0,1080144.0,1156751.0,1118756.0,1241272.0,1351966.0,1406286.0,1633262.0,1543740.0,1557996.0,1575379.0,915270.0,647203.0,Central,London Underground,Yes,,,,Yes,Barkingside,London,Barkingside Underground Station,MET,0.00012204428526500176,1543740.0,1557996.0,1575379.0,915270.0,647203.0,1,1247917.6,-41.901599551599965,-29.28829744228479,-243579.99999999997,Giảm mạnh,0,Ga ít khách
Barons Court,barons court,51.490159942708935,-0.21360685736108237,15,516.0,Barons Court,6698321.0,6778341.0,6349273.0,6456132.0,6535580.0,6809659.0,7155458.0,7500664.0,7295186.0,7207423.0,6769847.0,6689966.0,6821846.0,3127255.0,2900237.0,"District, Piccadilly",London Underground,Yes,,,,Yes,Barons Court,London,Barons Court Underground Station,MET,0.00023489870754075343,6769847.0,6689966.0,6821846.0,3127255.0,2900237.0,2,5261830.2,-54.158229312124604,-7.2593376619431425,-1130193.0999999999,Giảm mạnh,1,Ga nhỏ
Bayswater,bayswater,51.51223305874106,-0.18803826222161846,16,517.0,Bayswater,6042651.0,5982534.0,6439576.0,5519178.0,5100938.0,5541858.0,5493688.0,5691226.0,5219590.0,4756028.0,4437691.0,4335552.0,4253914.0,1086943.0,1498957.0,"Circle, District",London Underground,Yes,,,,No,Bayswater,London,Bayswater Underground Station,MET,0.00011257295366253743,4437691.0,4335552.0,4253914.0,1086943.0,1498957.0,2,3122611.4,-74.4484021068597,37.90575954764877,-912607.7,Giảm mạnh,1,Ga nhỏ
Becontree,becontree,51.5402885352047,0.12740032115528058,17,518.0,Becontree,2314840.0,2547549.0,2420863.0,2493471.0,2759530.0,2837652.0,3039868.0,3395647.0,3490288.0,3545530.0,3458723.0,3477091.0,3461331.0,2756262.0,1759768.0,District,London Underground,Yes,,,,No,Becontree,London,Becontree Underground Station,MET,0.0003866703789322131,3458723.0,3477091.0,3461331.0,2756262.0,1759768.0,1,2982635.0,-20.369880834858037,-36.153819919876995,-411873.9000000001,Giảm mạnh,0,Ga ít khách
Belsize Park,belsize park,51.55042662771824,-0.16423230633381805,18,519.0,Belsize Park,5632841.0,6144764.0,6080640.0,6168717.0,5747717.0,5806568.0,5842725.0,5927817.0,6155599.0,6482865.0,5926276.0,5811597.0,5679733.0,2769409.0,2609939.0,Northern,London Underground,Yes,,,,Yes,Belsize Park,London,Belsize Park Underground Station,MET,0.0004311165690275382,5926276.0,5811597.0,5679733.0,2769409.0,2609939.0,1,4559390.8,-51.24050725623898,-5.75826828034429,-967486.2,Giảm mạnh,5,Ga trung bình
Bermondsey,bermondsey,51.49794911958157,-0.06365135091807925,268,787.0,Bermondsey,6560143.0,6654779.0,6378067.0,6603326.0,7379858.0,7999518.0,8639504.0,9379438.0,10163683.0,11068171.0,10083167.0,9416737.0,9448211.0,4400677.0,4176709.0,Jubilee,London Underground,Yes,,,,Yes,Bermondsey,London,Bermondsey Underground Station,MET,0.00011723086056998624,10083167.0,9416737.0,9448211.0,4400677.0,4176709.0,1,7505100.2,-53.42317185761411,-5.089398744784042,-1682897.5999999996,Giảm mạnh,5,Ga trung bình
Blackhorse Road,blackhorse road,51.58695119543893,-0.040996340920370744,21,522.0,Blackhorse Road,6178833.0,6093247.0,5679321.0,6101764.0,6468586.0,7304059.0,7898300.0,8633193.0,8360092.0,8452553.0,10946261.0,11515668.0,12365373.0,7413637.0,6536601.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes,Blackhorse Road,Walthamstow,Blackhorse Road Underground Station,MET,0.00015704525165052217,10946261.0,11515668.0,12365373.0,7413637.0,6536601.0,2,9755508.0,-40.0451810066708,-11.830036998034837,-1292135.0999999999,Giảm mạnh,0,Ga ít khách
Bond Street,bond street,51.51380453538807,-0.1493323545862023,22,524.0,Bond Street,36695785.0,36406455.0,36850571.0,36868627.0,36022087.0,38065150.0,39648205.0,19799777.0,37119274.0,39528650.0,36853006.0,36165875.0,37487361.0,9682506.0,15694939.0,"Central, Jubilee, TfL Rail",London Underground,Yes,Yes,,,Yes,Bond Street,London,Bond Street Underground Station,MET,0.0006341691471125161,36853006.0,36165875.0,37487361.0,9682506.0,15694939.0,3,27176737.4,-74.17127868776893,62.09583552026717,-6879950.300000001,Giảm mạnh,3,Ga lớn
Borough,borough,51.50119399892851,-0.09370266475837344,23,525.0,Borough,4138441.0000000005,4140747.0,4869438.0,5088277.0,4573373.0,4840588.0,4887560.0,5309004.0,5358351.0,5873875.0,5581683.0,5413775.0,5547448.0,1471942.0,2066434.0,Northern,London Underground,Yes,,,,No,Borough,London,Borough Underground Station,MET,0.00033292409838754487,5581683.0,5413775.0,5547448.0,1471942.0,2066434.0,1,4016256.4,-73.46632181139869,40.388276168490336,-1097233.1000000003,Giảm mạnh,5,Ga trung bình
Boston Manor,boston manor,51.495696382188164,-0.32476357379637405,24,526.0,Boston Manor,1863704.0,1983961.0,1934689.0,1872411.0,1887897.0,1951651.0,2077572.0,2278211.0,2242854.0,2322687.0,2170793.0,2066569.0,2185122.0,1041242.0,879895.0,Piccadilly,London Underground,Yes,,,,Yes,Boston Manor,London,Boston Manor Underground Station,MET,0.00018622047215775274,2170793.0,2066569.0,2185122.0,1041242.0,879895.0,1,1668724.2,-52.348564519509665,-15.495629258135956,-360712.3,Giảm mạnh,1,Ga nhỏ
Bounds Green,bounds green,51.607090556952755,-0.12421896320853669,25,527.0,Bounds Green,5497937.0,5777529.0,5554259.0,5302175.0,5592642.0,5738629.0,6161808.0,6564869.0,6462300.0,6615420.0,6057231.0,5749650.0,5990306.0,2953366.0,2509255.0,Piccadilly,London Underground,Yes,,,,Yes,Bounds Green,London,Bounds Green Underground Station,MET,5.838132920475956e-05,6057231.0,5749650.0,5990306.0,2953366.0,2509255.0,1,4651961.6,-50.69757705199033,-15.037452181680159,-989223.6,Giảm mạnh,0,Ga ít khách
Bow Road,bow road,51.526800254826064,-0.024823746874528683,26,528.0,Bow Road,4590692.0,5315977.0,5083967.0,5302929.0,5081976.0,5180394.0,5601781.0,5765573.0,6102443.0,5645547.0,5362773.0,5327619.0,5229778.0,2660676.0,2257180.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Bow Road,London,Bow Road Underground Station,MET,0.0003346854468872236,5362773.0,5327619.0,5229778.0,2660676.0,2257180.0,2,4167605.2,-49.12449438580376,-15.16516855115016,-887812.9,Giảm mạnh,5,Ga trung bình
Brent Cross,brent cross,51.57680047144387,-0.2134558337553653,27,529.0,Brent Cross,1892404.0,2190859.0,2142167.0,2137758.0,2209328.0,2125797.0,2135435.0,2400107.0,2566618.0,2493412.0,2392436.0,2396791.0,2406723.0,1348186.0,1071927.0,Northern,London Underground,Yes,,,,Yes,Brent Cross,Golders Green,Brent Cross Underground Station,MET,0.00022458931985443962,2392436.0,2396791.0,2406723.0,1348186.0,1071927.0,1,1923212.6,-43.98250234862924,-20.49116368216255,-368962.3,Giảm mạnh,2,Ga rất ít khách
Buckhurst Hill,buckhurst hill,51.626517330409435,0.04674385624049599,29,531.0,Buckhurst Hill,1548767.0,1597036.0,1721626.0,1794127.0,1849690.0,1910147.0,1943928.0,2061303.0,2063838.0,2188937.0,2195929.0,1844536.0,1856050.0,862044.0,1072751.0,Central,London Underground,Yes,,,,Yes,Buckhurst Hill,Buckhurst Hill,Buckhurst Hill Underground Station,MET,8.831538645227784e-05,2195929.0,1844536.0,1856050.0,862044.0,1072751.0,1,1566262.0,-53.55491500767759,24.442719861167177,-322884.80000000005,Giảm mạnh,0,Ga ít khách
Burnt Oak,burnt oak,51.60268109970255,-0.2641987581456301,30,532.0,Burnt Oak,3173136.0,3513361.0,3643813.0,3680047.0,3787725.0,3623525.0,3614445.0,4083381.0,4383772.0,4519973.0,4264418.0,4208566.0,4190341.0,2926900.0,1912270.0,Northern,London Underground,Yes,,,,Yes,Burnt Oak,London,Burnt Oak Underground Station,MET,0.00017710094337341234,4264418.0,4208566.0,4190341.0,2926900.0,1912270.0,1,3500499.0,-30.151269311972463,-34.665687245891554,-598596.2,Giảm mạnh,2,Ga rất ít khách
Caledonian Road,caledonian road,51.548421318403776,-0.11831233313327194,31,534.0,Caledonian Road,5333034.0,4932319.0,5083008.0,5091188.0,5273722.0,5250363.0,5939278.0,6003408.0,6126683.0,5725549.0,5426372.0,5226968.0,5603533.0,2343114.0,2421295.0,Piccadilly,London Underground,Yes,,,,Yes,Caledonian Road,London,Caledonian Road Underground Station,MET,0.0002055015472060966,5426372.0,5226968.0,5603533.0,2343114.0,2421295.0,1,4204256.4,-58.18505931882617,3.3366280940662727,-889400.8000000002,Giảm mạnh,5,Ga trung bình
Camden Town,camden town,51.53940352263109,-0.1427261487302863,32,535.0,Camden Town,18777443.0,19643233.0,19673751.0,20962210.0,20985400.0,21614759.0,22515351.0,23369124.0,21898497.0,22884901.0,21239992.0,19628395.0,20499697.0,5509540.0,9118497.0,Northern,London Underground,Yes,,,,Yes,Camden Town,London,Camden Town Underground Station,MET,0.00011237824786045787,21239992.0,19628395.0,20499697.0,5509540.0,9118497.0,1,15199224.2,-73.12379787857353,65.50378071490542,-3836184.5,Giảm mạnh,5,Ga trung bình
Canada Water,canada water,51.497888681995114,-0.04970598679437827,269,788.0,Canada Water,8949223.0,11428836.0,10610907.0,9009718.0,9906521.0,10724783.0,11557722.0,11814216.0,12777430.0,14438625.0,42491516.0,35059059.0,36470471.0,14301897.0,17950386.0,"Jubilee, London Overground",London Underground,Yes,,Yes,,Yes,Canada Water,London,Canada Water Underground Station,MET,5.8613086378646324e-05,42491516.0,35059059.0,36470471.0,14301897.0,17950386.0,2,29254665.8,-60.78499507176641,25.51052493246176,-6983942.2,Giảm mạnh,3,Ga lớn
Canning Town,canning town,51.51383712928957,0.008171036532588041,272,884.0,Canning Town,8098981.0,7982681.0,7834906.0,8223551.000000001,8710542.0,8737992.0,9784093.0,10100164.0,10916031.0,11913321.0,26514203.0,26460986.0,28393798.0,21331852.0,21144840.0,"DLR, Jubilee ",London Underground,Yes,,,Yes,Yes,Canning Town,London,Canning Town Underground Station,MET,0.0002946944506279044,26514203.0,26460986.0,28393798.0,21331852.0,21144840.0,2,24769135.8,-24.87143847399351,-0.8766796244414222,-1586786.0,Giảm mạnh,3,Ga lớn
Canons Park,canons park,51.60775951521532,-0.29465374087842655,34,537.0,Canons Park,1536223.0,1560563.0,1646258.0,1613367.0,1815525.0,1983360.0,2378098.0,2597229.0,2786006.0,2925484.0,2918453.0,2893090.0,2981768.0,1501564.0,1249231.0,Jubilee,London Underground,Yes,,,,Yes,Canons Park,Stanmore,Canons Park Underground Station,MET,7.032826868675326e-05,2918453.0,2893090.0,2981768.0,1501564.0,1249231.0,1,2308821.2,-49.6418232404399,-16.80467832206952,-472997.00000000006,Giảm mạnh,2,Ga rất ít khách
Chalfont & Latimer,chalfont and latimer,51.66802547392609,-0.5605349564487762,35,539.0,Chalfont & Latimer,1307003.0,1190880.0,1107806.0,1095488.0,1188207.0,1267837.0,1111515.0,1476940.0,1437534.0,1488465.0,1594941.0,1789548.0,1766734.0,818368.0,736602.0,Metropolitan,London Underground,Yes,,,,No,Chalfont & Latimer,Little Chalfont,Chalfont & Latimer Underground Station,MET,0.0001596845816029826,1594941.0,1789548.0,1766734.0,818368.0,736602.0,1,1341238.6,-53.67904845890779,-9.99134863533276,-268785.80000000005,Giảm mạnh,2,Ga rất ít khách
Chalk Farm,chalk farm,51.54408310242263,-0.15372800945125148,36,540.0,Chalk Farm,4651929.0,4853951.0,5393268.0,5253384.0,4937923.0,5340369.0,5550362.0,5893313.0,5752495.0,5608603.0,5556107.0,5232138.0,5448344.0,1661516.0,2195398.0,Northern,London Underground,Yes,,,,Yes,Chalk Farm,London,Chalk Farm Underground Station,MET,0.0003416301969592137,5556107.0,5232138.0,5448344.0,1661516.0,2195398.0,1,4018700.6,-69.50420164365539,32.1322214170673,-1029204.0,Giảm mạnh,5,Ga trung bình
Chancery Lane,chancery lane,51.51812323061444,-0.11167742738397064,37,541.0,Chancery Lane,14770603.0,15385542.0,14788758.0,15282247.0,16035269.0,15898206.0,16523655.000000002,16592089.999999998,16355373.0,18189655.0,16775017.0,17033055.0,17253849.0,3405923.0,5469516.0,Central,London Underground,Yes,,,,Yes,Chancery Lane,Holborn,Chancery Lane Underground Station,MET,0.00015534742587713994,16775017.0,17033055.0,17253849.0,3405923.0,5469516.0,1,11987472.0,-80.25992345244241,60.58836327186492,-3623813.4,Giảm mạnh,5,Ga trung bình
Chesham,chesham,51.70503045482961,-0.6112192463249099,39,543.0,Chesham,431532.0,449780.0,427435.0,464042.0,617120.0,652941.0,689840.0,813242.0,875261.0,1069954.0,1081174.0,1121663.0,1170792.0,616342.0,507495.0,Metropolitan,London Underground,Yes,,,,No,Chesham,Chesham,Chesham Underground Station,MET,0.0002357607512346719,1081174.0,1121663.0,1170792.0,616342.0,507495.0,1,899493.2,-47.356831956487575,-17.660162701876555,-165267.90000000002,Giảm mạnh,2,Ga rất ít khách
Chigwell,chigwell,51.6178719254051,0.07452661126372294,40,544.0,Chigwell,379676.0,406177.0,396920.0,440760.0,459125.0,486629.0,520702.0,534259.0,559061.0,531799.0,477501.0,503402.0,524833.0,247222.0,192328.0,Central,London Underground,Yes,,,,No,Chigwell,Chigwell,Chigwell Underground Station,MET,0.00026921895798705144,477501.0,503402.0,524833.0,247222.0,192328.0,1,389057.2,-52.895111397339726,-22.20433456569399,-82652.59999999999,Giảm nhẹ,0,Ga ít khách
Chiswick Park,chiswick park,51.494300591745144,-0.26774687391372615,41,545.0,Chiswick Park,2222808.0,2047946.0,1945744.0,1925876.0,1969078.0,2096264.0000000002,2123339.0,2394985.0,2148469.0,2292764.0,2138042.0,2090004.0,2443330.0,1067866.0,1013033.0,District,London Underground,Yes,,,,No,Chiswick Park,London,Chiswick Park Underground Station,MET,0.0003967514447702685,2138042.0,2090004.0,2443330.0,1067866.0,1013033.0,1,1750455.0,-56.29464705954579,-5.1348202864404335,-327215.6,Giảm mạnh,1,Ga nhỏ
Chorleywood,chorleywood,51.6542178607745,-0.5183659897630541,42,546.0,Chorleywood,998828.0,863869.0,859496.0,850080.0,906215.0,1008639.0000000001,985762.0,1056777.0,1137678.0,1070254.0,1469208.0,1402308.0,1492279.0,769367.0,803805.0,Metropolitan,London Underground,Yes,,,,No,Chorleywood,Chorleywood,Chorleywood Underground Station,MET,0.00016953835481025816,1469208.0,1402308.0,1492279.0,769367.0,803805.0,1,1187393.4,-48.44348811448798,4.476147274317718,-196374.7,Giảm mạnh,2,Ga rất ít khách
Clapham Common,clapham common,51.461727933283946,-0.1383114594642524,43,547.0,Clapham Common,8770323.0,9049110.0,8974193.0,8972239.0,9055568.0,9214447.0,8938504.0,8938345.0,10072099.0,10043328.0,9926782.0,9711927.0,9644363.0,4500440.0,4712092.0,Northern,London Underground,Yes,,,,Yes,Clapham Common,London,Clapham Common Underground Station,MET,1.5485562675955723e-05,9926782.0,9711927.0,9644363.0,4500440.0,4712092.0,1,7699120.8,-53.33605754988692,4.702917936912835,-1564086.7000000004,Giảm mạnh,1,Ga nhỏ
Clapham North,clapham north,51.46484373202776,-0.12953105372759804,44,548.0,Clapham North,5710997.0,5849119.0,5571082.0,5654465.0,5826772.0,5822763.0,6169702.0,6668320.0,7026138.0,6903645.0,6498663.0,6009179.0,6136734.0,2868042.0,3273797.0,Northern,London Underground,Yes,,,,Yes,Clapham North,London,Clapham North Underground Station,MET,0.0005660369021479141,6498663.0,6009179.0,6136734.0,2868042.0,3273797.0,1,4957283.0,-53.26435853338274,14.14745669693819,-959086.8999999999,Giảm mạnh,1,Ga nhỏ
Clapham South,clapham south,51.452599834714476,-0.14798209863917441,45,549.0,Clapham South,7379611.0,7599107.0,7533922.0,7480900.0,7817425.0,7797633.0,7584358.0,8470361.0,8584904.0,8797066.0,8205230.0,7977126.0,8095216.0,3382641.0,3758231.0,Northern,London Underground,Yes,,,,Yes,Clapham South,London,Clapham South Underground Station,MET,0.00040372412886900883,8205230.0,7977126.0,8095216.0,3382641.0,3758231.0,1,6283688.8,-58.21432065555755,11.103454371894623,-1348848.2999999998,Giảm mạnh,1,Ga nhỏ
Cockfosters,cockfosters,51.651687534574954,-0.14961471515587768,46,550.0,Cockfosters,1632508.0,1764804.0,1674679.0,1669304.0,1721307.0,1805737.0,1969644.0,1945096.0,1847585.0,2040080.0,1828835.0,1779062.0,1864419.0,886857.0,836566.0,Piccadilly,London Underground,Yes,,,,Yes,Cockfosters,London,Cockfosters Underground Station,MET,0.0004743482745667958,1828835.0,1779062.0,1864419.0,886857.0,836566.0,1,1439147.8,-52.43252723770784,-5.670700011388533,-287674.3,Giảm mạnh,0,Ga ít khách
Colindale,colindale,51.59528651879925,-0.2501425877602517,47,551.0,Colindale,3790294.0,4100076.9999999995,4092349.9999999995,3934526.0,4126576.0,4270547.0,4536889.0,5397362.0,5946531.0,6227278.0,6781366.0,7109001.0,7700808.0,4335294.0,3432152.0,Northern,London Underground,Yes,,,,Yes,Colindale,London,Colindale Underground Station,MET,0.0002624413182981523,6781366.0,7109001.0,7700808.0,4335294.0,3432152.0,1,5871724.2,-43.70338800811551,-20.832312641311063,-947213.4999999999,Giảm mạnh,2,Ga rất ít khách
Colliers Wood,colliers wood,51.41807188512264,-0.17770093662878636,48,552.0,Colliers Wood,5236159.0,5481712.0,5295083.0,5563220.0,5574812.0,5681757.0,5786354.0,6312901.0,6515664.0,6715162.0,6346134.0,6398401.0,6836968.0,3666803.0,3024060.0,Northern,London Underground,Yes,,,,Yes,Colliers Wood,London,Colliers Wood Underground Station,MET,0.00039503148648076285,6346134.0,6398401.0,6836968.0,3666803.0,3024060.0,1,5254473.2,-46.36799528679965,-17.528702796414205,-937574.6000000001,Giảm mạnh,1,Ga nhỏ
Covent Garden,covent garden,51.51290958614159,-0.12415926060311269,49,553.0,Covent Garden,12742497.0,17512618.0,18710061.0,19601670.0,20279268.0,21292698.0,21165350.0,15382692.0,14669250.0,17188811.0,16524381.0,15756864.0,16550043.0,1621548.0,7484432.0,Piccadilly,London Underground,Yes,,,,Yes,Covent Garden,London,Covent Garden Underground Station,MET,0.0003318007587206108,16524381.0,15756864.0,16550043.0,1621548.0,7484432.0,1,11587453.6,-90.20215234486098,361.5609281994736,-3221521.4000000004,Giảm mạnh,5,Ga trung bình
Croxley,croxley,51.64704633811636,-0.4417109926091017,50,554.0,Croxley,729529.0,749237.0,778399.0,781132.0,818349.0,891178.0,921058.0,1030296.0000000001,1059406.0,1078029.0,1078929.0,1062083.0,1121607.0,515420.0,487950.0,Metropolitan,London Underground,Yes,,,,No,Croxley,Watford,Croxley Underground Station,MET,7.5346276126945e-06,1078929.0,1062083.0,1121607.0,515420.0,487950.0,1,853197.8,-54.04629250709028,-5.3296340848240265,-172862.09999999998,Giảm mạnh,2,Ga rất ít khách
Dagenham East,dagenham east,51.54411673422361,0.16587486967702278,51,555.0,Dagenham East,2091664.0000000002,2144847.0,2161884.0,2114481.0,2222392.0,2288282.0,2418659.0,2662063.0,2858892.0,2976440.0,2850852.0,2889563.0,2953138.0,2490581.0,1496282.0,District,London Underground,Yes,,,,No,Dagenham East,Dagenham,Dagenham East Underground Station,MET,0.00014322223264566438,2850852.0,2889563.0,2953138.0,2490581.0,1496282.0,1,2536083.2,-15.66323686871389,-39.922371526964994,-310812.2,Giảm mạnh,0,Ga ít khách
Dagenham Heathway,dagenham heathway,51.54162741361619,0.14768419491321771,52,556.0,Dagenham Heathway,3724772.0,4081804.0,4239210.0,4204570.0,4710937.0,4912327.0,5156354.0,5800005.0,6065247.0,6043690.0,5779848.0,5763663.0,5853372.0,4552421.0,2869564.0,District,London Underground,Yes,,,,No,Dagenham Heathway,London,Dagenham Heathway Underground Station,MET,0.00015784905300959845,5779848.0,5763663.0,5853372.0,4552421.0,2869564.0,1,4963773.6,-22.225667529758915,-36.9661988642966,-703181.0,Giảm mạnh,0,Ga ít khách
Debden,debden,51.645434322048956,0.08383780987971237,53,557.0,Debden,1776413.0,1761946.0,1895992.0,2022055.0,2121108.0,2198209.0,2298091.0,2476133.0,2462500.0,2469953.0,2356317.0,2377124.0,2380050.0,1512812.0,1106863.0,Central,London Underground,Yes,,,,No,Debden,Debden,Debden Underground Station,MET,7.351158497605972e-05,2356317.0,2377124.0,2380050.0,1512812.0,1106863.0,1,1946633.2,-36.437805928446885,-26.834067947636587,-336321.9999999999,Giảm mạnh,0,Ga ít khách
