station,station_key,lat,lon,row_id,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?,station_csv,borough,stop_name,stop_type,stop_distance,passengers_2017,passengers_2018,passengers_2019,passengers_2020,passengers_2021,num_lines,avg_passengers,covid_impact_pct,recovery_rate_pct,trend_slope,trend_category,cluster_id,cluster_name
Surrey Quays,surrey quays,51.49319345746317,-0.04751493107143308,321,1083.0,Surrey Quays,,,,,,,,,,,4926621.0,4742011.0,4873849.0,2084074.0,2939844.0,London Overground,,,,Yes,,Yes,Surrey Quays,London,Surrey Quays Rail Station,RLY,4.659822873407278e-06,4926621.0,4742011.0,4873849.0,2084074.0,2939844.0,1,3913279.8,-57.23966827860281,41.06236150923623,-663149.1,Giảm mạnh,5,Ga trung bình
Swiss Cottage,swiss cottage,51.543315320154385,-0.1747592530287339,212,723.0,Swiss Cottage,7243521.0,7061453.0,6649182.0,6203295.0,6906412.0,7526301.0,7834077.0,7282024.0,7710830.0,7578603.0,7369274.0,7034394.0,7130168.0,2891037.0,3001198.0,Jubilee,London Underground,Yes,,,,Yes,Swiss Cottage,South Hampstead,Swiss Cottage Underground Station,MET,0.00039003565338740565,7369274.0,7034394.0,7130168.0,2891037.0,3001198.0,1,5485214.2,-59.45345186817478,3.8104320352869925,-1287950.9000000001,Giảm mạnh,5,Ga trung bình
Temple,temple,51.51096998494446,-0.11370308973836998,213,724.0,Temple,7349176.0,6774893.0,9641579.0,9398053.0,9991846.0,7823576.0,7922122.0,8135916.0,8595799.0,8223970.0,8561001.0,8957017.0,8743279.0,1323354.0,3070900.0,"Circle, District",London Underground,Yes,,,,No,Temple,London,Temple Underground Station,MET,0.000558449798548486,8561001.0,8957017.0,8743279.0,1323354.0,3070900.0,2,6131110.2,-84.8643283601038,132.05431048683874,-1861386.5,Giảm mạnh,5,Ga trung bình
Theydon Bois,theydon bois,51.671711317303384,0.10312537666349461,214,725.0,Theydon Bois,641192.0,652426.0,673868.0,661956.0,739823.0,746456.0,823919.0,849834.0,854702.0,850065.0,905705.0,889000.0,896336.0,493721.0,423967.0,Central,London Underground,Yes,,,,No,Theydon Bois,Theydon Bois,Theydon Bois Underground Station,MET,6.230558196463847e-05,905705.0,889000.0,896336.0,493721.0,423967.0,1,721745.8,-44.91786562182039,-14.128222214570577,-135875.50000000003,Giảm nhẹ,0,Ga ít khách
Tooting Bec,tooting bec,51.43575962880838,-0.15970053993575214,215,726.0,Tooting Bec,7092733.0,6993579.0,6427816.0,6299985.0,6560405.0,6859327.0,6901892.0,7557957.0,7933544.0,7922887.0,7658810.0,7570365.0,7670661.0,3509976.0,3610529.0,Northern,London Underground,Yes,,,,Yes,Tooting Bec,London,Tooting Bec Underground Station,MET,8.868764149216795e-05,7658810.0,7570365.0,7670661.0,3509976.0,3610529.0,1,6004068.2,-54.24154450313995,2.8647774229795306,-1215695.0999999999,Giảm mạnh,1,Ga nhỏ
Tooting Broadway,tooting broadway,51.427435389662655,-0.16797676330521907,216,727.0,Tooting Broadway,13185596.0,12996852.0,12975326.0,12868034.0,13039799.0,13228547.0,13505007.0,15114746.0,15737978.0,15922071.0,15371262.0,15218284.0,15427848.0,8102118.0,6892544.0,Northern,London Underground,Yes,,,,Yes,Tooting Broadway,London,Tooting Broadway Underground Station,MET,0.0004420660061142006,15371262.0,15218284.0,15427848.0,8102118.0,6892544.0,1,12202411.2,-47.4838097964149,-14.929108660229337,-2407360.2,Giảm mạnh,1,Ga nhỏ
Tottenham Court Road,tottenham court road,51.51620955251386,-0.13087051814094436,217,728.0,Tottenham Court Road,37288905.0,36573797.0,34869429.0,34548887.0,23990548.0,36013489.0,38063296.0,36762272.0,16249800.0,39346254.0,39193558.0,38649304.0,41988765.0,6045302.0,16036231.0,"Central, Northern, TfL Rail",London Underground,Yes,Yes,,,Yes,Tottenham Court Road,London,Tottenham Court Road Underground Station,MET,0.0005090443029832527,39193558.0,38649304.0,41988765.0,6045302.0,16036231.0,3,28382632.0,-85.60257249766694,165.26765743051382,-7891865.6,Giảm mạnh,3,Ga lớn
Totteridge & Whetstone,totteridge and whetstone,51.63020770476238,-0.1792612129239828,219,730.0,Totteridge & Whetstone,1649780.0,1806376.0,1777409.0,1856610.0,1977578.0,1918954.0,1950730.0,2241508.0,2334480.0,2232086.0,2416108.0,2418680.0,2523102.0,1030907.0,1064853.0,Northern,London Underground,Yes,,,,Yes,Totteridge & Whetstone,London,Totteridge & Whetstone Underground Station,MET,0.0003922197029210805,2416108.0,2418680.0,2523102.0,1030907.0,1064853.0,1,1890730.0,-59.141287193304116,3.292828548064956,-409028.3,Giảm mạnh,2,Ga rất ít khách
Tower Hill,tower hill,51.51006595388412,-0.07635369517460518,220,731.0,Tower Hill,19440284.0,20305884.0,21613184.0,21793837.0,21580404.0,22537607.0,23414868.0,26323869.0,22176713.0,21834402.0,19897981.0,21524392.0,20586761.0,4116750.0,7328488.0,"Circle, District",London Underground,Yes,,,,No,Tower Hill,London,Tower Hill Underground Station,MET,0.00021470275328074444,19897981.0,21524392.0,20586761.0,4116750.0,7328488.0,2,14690874.4,-80.0029251808966,78.01634784720957,-4254662.800000001,Giảm mạnh,3,Ga lớn
Tufnell Park,tufnell park,51.556666819988955,-0.13792488108063694,221,733.0,Tufnell Park,3243254.0,3345611.0,3695568.0,3750115.0,3545044.0,3676520.0,3939656.0,3939313.0,0.0,3707186.0,3895273.0,3980735.0,4051401.0,1360667.0,1540273.0,Northern,London Underground,Yes,,,,Yes,Tufnell Park,London,Tufnell Park Underground Station,MET,0.0005317005329474727,3895273.0,3980735.0,4051401.0,1360667.0,1540273.0,1,2965669.8,-66.4149019067725,13.199849779556644,-733006.8,Giảm mạnh,5,Ga trung bình
Turnham Green,turnham green,51.495111725298166,-0.25453298298794297,222,734.0,Turnham Green,5900459.0,5990843.0,5854068.0,5895915.0,5834401.0,6029833.0,6195486.0,6459118.0,6445923.0,5650263.0,5845936.0,5816381.0,5839620.0,2563212.0,2661114.0,"District, Piccadilly",London Underground,Yes,,,,Yes,Turnham Green,London,Turnham Green Underground Station,MET,4.2006499029057054e-05,5845936.0,5816381.0,5839620.0,2563212.0,2661114.0,2,4545252.6,-56.10652747952778,3.8195045903343146,-962281.3000000002,Giảm mạnh,1,Ga nhỏ
Turnpike Lane,turnpike lane,51.59029677015476,-0.10279227505581537,223,735.0,Turnpike Lane,9764801.0,9874142.0,9619114.0,9389335.0,9800632.0,9597394.0,10291376.0,10768249.0,10790301.0,10857089.0,10162189.0,9948987.0,10603832.0,5636483.0,4494164.0,Piccadilly,London Underground,Yes,,,,Yes,Turnpike Lane,London,Turnpike Lane Underground Station,MET,0.00016257407740534723,10162189.0,9948987.0,10603832.0,5636483.0,4494164.0,1,8169131.0,-46.84484816432399,-20.26652080739,-1564855.4,Giảm mạnh,0,Ga ít khách
Upminster,upminster,51.55888907616999,0.25108711606680095,224,736.0,Upminster,4568782.0,4393141.0,4426556.0,4433265.0,4556074.0,4731061.0,4959760.0,5156093.0,5140645.0,5339344.0,5871402.0,4878509.0,5360503.0,2673341.0,2532822.0,"District, London Overground",London Underground,Yes,,Yes,,No,Upminster,Upminster,Upminster Underground Station,MET,0.0002692198907498485,5871402.0,4878509.0,5360503.0,2673341.0,2532822.0,2,4263315.4,-50.12891514098584,-5.256306621564551,-888232.8000000002,Giảm mạnh,0,Ga ít khách
Upminster Bridge,upminster bridge,51.55875050794734,0.23577122039991974,225,737.0,Upminster Bridge,781195.0,934057.0,865150.0,888847.0,988524.0,1098183.0,1103760.0,1142293.0,1146772.0,1159376.0,1096940.0,1153892.0,1107953.0,786733.0,507765.0,District,London Underground,Yes,,,,No,Upminster Bridge,London,Upminster Bridge Underground Station,MET,0.00019424148894359189,1096940.0,1153892.0,1107953.0,786733.0,507765.0,1,930656.6,-28.992204542972488,-35.4590439196017,-154550.9,Giảm mạnh,0,Ga ít khách
Upney,upney,51.53833531248827,0.10156562559142157,226,738.0,Upney,1860916.0,1836609.0,1874111.0,1890002.0,2108190.0,2126671.0,2296702.0,2529793.0,2684747.0,2719998.0,2567807.0,2595098.0,2546936.0,1867666.0,1241844.0,District,London Underground,Yes,,,,No,Upney,London,Upney Underground Station,MET,5.0712007762628056e-05,2567807.0,2595098.0,2546936.0,1867666.0,1241844.0,1,2163870.2,-26.670085153297922,-33.508239695962764,-337935.80000000005,Giảm mạnh,0,Ga ít khách
Upton Park,upton park,51.5352333039211,0.035273180129164805,227,739.0,Upton Park,8839416.0,9591732.0,10359133.0,10553113.0,11014585.0,10303814.0,10480206.0,11414450.0,11413623.0,10141620.0,9097854.0,9693275.0,9708180.0,6677841.0,4784244.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Upton Park,London,Upton Park Underground Station,MET,0.0001076616972611039,9097854.0,9693275.0,9708180.0,6677841.0,4784244.0,2,7992278.8,-31.214285272831777,-28.35642537760333,-1164265.4,Giảm mạnh,5,Ga trung bình
Uxbridge,uxbridge,51.54649637046057,-0.47813947213628244,228,740.0,Uxbridge,6485149.0,6932257.0,6753063.0,6707349.0,6910995.0,7176636.0,7587430.0,8074586.999999999,8341531.0,8452417.0,7980024.0,7914648.0,7992197.0,4034024.0,3486758.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No,Uxbridge,London,Uxbridge Underground Station,MET,0.00020284580650346335,7980024.0,7914648.0,7992197.0,4034024.0,3486758.0,2,6281530.2,-49.5254684037443,-13.56625543130135,-1286715.5999999999,Giảm mạnh,2,Ga rất ít khách
Walthamstow Central,walthamstow central,51.58295470500257,-0.019918639025007567,230,742.0,Walthamstow Central,13742855.0,14161980.0,13436697.0,13752261.0,14316624.0,15089008.0,16681073.000000002,18052543.0,18333582.0,22766326.0,14881964.0,22877329.0,24588106.0,12760524.0,10608796.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes,Walthamstow Central,Walthamstow,Walthamstow Central Underground Station,MET,3.5042577480851496e-05,14881964.0,22877329.0,24588106.0,12760524.0,10608796.0,2,17143343.8,-48.10285916288144,-16.86237963268593,-1866314.0999999999,Giảm mạnh,3,Ga lớn
Wanstead,wanstead,51.57552133692107,0.028745919335254173,231,743.0,Wanstead,2211747.0,2263703.0,2200028.0,2375480.0,2571087.0,2560452.0,2732853.0,3089871.0,2903560.0,2960642.0,2804581.0,2703432.0,2771619.0,1137200.0,1181072.0,Central,London Underground,Yes,,,,Yes,Wanstead,London,Wanstead Underground Station,MET,0.00021943228413190416,2804581.0,2703432.0,2771619.0,1137200.0,1181072.0,1,2119580.8,-58.96982954727904,3.85789658811115,-481324.99999999994,Giảm mạnh,0,Ga ít khách
Wapping,wapping,51.504268283481814,-0.05584625089664785,322,1085.0,Wapping,,,,,,,,,,,2481764.0,2512598.0,2548862.0,775518.0,1340834.0,London Overground,,,,Yes,,Yes,Wapping,London,Wapping Rail Station,RLY,0.00014661600295447544,2481764.0,2512598.0,2548862.0,775518.0,1340834.0,1,1931915.2,-69.57395104168056,72.89527773694485,-401894.00000000006,Giảm mạnh,5,Ga trung bình
Warren Street,warren street,51.52451151754795,-0.1382723133832134,233,745.0,Warren Street,14173778.0,14384031.0,14042137.0,13601582.0,15691440.0,16513849.0,17596565.0,19405419.0,19917362.0,20346625.0,19218263.0,19376983.0,18245765.0,7744299.0,7038704.0,"Northern, Victoria",London Underground,Yes,,,,Yes,Warren Street,London,Warren Street Underground Station,MET,0.0004419889562656458,19218263.0,19376983.0,18245765.0,7744299.0,7038704.0,2,14324802.8,-57.55563551322732,-9.111153895271864,-3599180.2,Giảm mạnh,3,Ga lớn
Warwick Avenue,warwick avenue,51.52327252274611,-0.18367827068891482,234,746.0,Warwick Avenue,4223478.0,4256549.0,4230504.0,4309735.0,4304437.0,4309332.0,4622339.0,4508957.0,4501822.0,4506260.0,4047265.0,3912072.0,3999622.0,1682785.0,1673860.0,Bakerloo,London Underground,Yes,,,,No,Warwick Avenue,London,Warwick Avenue Underground Station,MET,0.0001052528735818737,4047265.0,3912072.0,3999622.0,1682785.0,1673860.0,1,3063120.8,-57.92639904470972,-0.5303707841465191,-697609.7,Giảm mạnh,5,Ga trung bình
Watford,watford,51.65742097190649,-0.41728063194595755,236,748.0,Watford,1642268.0,1624730.0,1503697.0,1480796.0,1572122.0,1602068.0,1655119.0,1756514.0,1845823.0,1836559.0,1771435.0,1705035.0,1924615.0,1403495.0,955674.0,Metropolitan,London Underground,Yes,,,,No,Watford,Watford,Watford Underground Station,MET,9.921464727571484e-05,1771435.0,1705035.0,1924615.0,1403495.0,955674.0,1,1552050.8,-27.076584147998428,-31.90755934292605,-193306.19999999998,Giảm mạnh,2,Ga rất ít khách
Wembley Park,wembley park,51.56326048395511,-0.279251008726512,238,752.0,Wembley Park,11907214.0,10746151.0,9317709.0,9016104.0,9661884.0,10601914.0,11735107.0,14108508.0,14542576.0,15103629.0,15712048.0,15473222.0,15423884.0,8289529.0,7894562.0,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes,Wembley Park,Wembley,Wembley Park Underground Station,MET,6.329277109376871e-05,15712048.0,15473222.0,15423884.0,8289529.0,7894562.0,2,12558649.0,-46.25524284285333,-4.764649475259692,-2281866.5000000005,Giảm mạnh,2,Ga rất ít khách
West Acton,west acton,51.51786058618788,-0.28099328999187806,239,753.0,West Acton,1561062.0,1654921.0,1585885.0,1575369.0,1617609.0,1579949.0,1692583.0,1665631.0,1736847.0,1820883.0,1629156.0,1596024.0,1710258.0,835889.0,709948.0,Central,London Underground,Yes,,,,Yes,West Acton,Acton,West Acton Underground Station,MET,0.00014097944647584762,1629156.0,1596024.0,1710258.0,835889.0,709948.0,1,1296255.0,-51.12497646553912,-15.066713403334653,-259855.1,Giảm mạnh,1,Ga nhỏ
West Brompton,west brompton,51.487256950006746,-0.19554083437395675,241,755.0,West Brompton,3776635.0,3714007.0,3715284.0,4167686.0,4245504.0,4537945.0,4610447.0,4470979.0,5168452.0,6098173.0,9406333.0,9247923.0,9123106.0,3746948.0,4811148.0,"District, London Overground",London Underground,Yes,,Yes,,No,West Brompton,London,West Brompton Underground Station,MET,5.9057973265951204e-05,9406333.0,9247923.0,9123106.0,3746948.0,4811148.0,2,7267091.6,-58.9290314066284,28.401781930253634,-1469134.5,Giảm mạnh,1,Ga nhỏ
West Finchley,west finchley,51.6094857097726,-0.1884688697282333,242,756.0,West Finchley,1164231.0,1222994.0,1185327.0,1288475.0,1374749.0,1365343.0,1370913.0,1536049.0,1613941.0,1665191.0,1605581.0,1581383.0,1637337.0,685418.0,705772.0,Northern,London Underground,Yes,,,,Yes,West Finchley,London,West Finchley Underground Station,MET,0.00012243248220252244,1605581.0,1581383.0,1637337.0,685418.0,705772.0,1,1243098.2,-58.13824521158442,2.9695747704320574,-269558.30000000005,Giảm mạnh,2,Ga rất ít khách
West Ham,west ham,51.528181772941785,0.005039507096672237,243,757.0,West Ham,3168728.0,3054994.0,3123231.0,3389493.0,3418641.0,3271149.0,3400895.0,3508528.0,3814553.0,3459634.0,7511656.0,8049599.0,8074128.0,5322656.0,4724356.0,"District, DLR, Hammersmith & City, Jubilee",London Underground,Yes,,,Yes,Yes,West Ham,London,West Ham Underground Station,MET,4.83514227453877e-05,7511656.0,8049599.0,8074128.0,5322656.0,4724356.0,4,6736479.0,-34.077636619087535,-11.240628738734948,-830154.3,Giảm mạnh,3,Ga lớn
West Harrow,west harrow,51.579778193709345,-0.3529206309854341,245,759.0,West Harrow,1149820.0,1186894.0,1199979.0,1095312.0,1075039.0,1103804.0,1130886.0,1201513.0,1329655.0,1489512.0,1453150.0,1596411.0,1281592.0,690469.0,560543.0,Metropolitan,London Underground,Yes,,,,No,West Harrow,Harrow,West Harrow Underground Station,MET,0.00048384678667696393,1453150.0,1596411.0,1281592.0,690469.0,560543.0,1,1116433.0,-46.12411750385458,-18.817064922538158,-269115.60000000003,Giảm mạnh,2,Ga rất ít khách
West Kensington,west kensington,51.4904916857321,-0.20647711470530122,246,760.0,West Kensington,4837806.0,4720808.0,4550984.0,4528704.0,4636878.0,4948504.0,5040507.0,5135720.0,5321523.0,5060671.0,4964196.0,4583968.0,4871929.0,2096566.0,2028753.0,District,London Underground,Yes,,,,No,West Kensington,London,West Kensington Underground Station,MET,0.00016267989494082866,4964196.0,4583968.0,4871929.0,2096566.0,2028753.0,1,3709082.4,-56.96640899323451,-3.234479620484163,-835828.7999999998,Giảm mạnh,1,Ga nhỏ
West Ruislip,west ruislip,51.56952886292043,-0.437886436759924,248,762.0,West Ruislip,1253096.0,1299211.0,1495509.0,1677926.0,1640785.0,1611784.0,1600225.0,1558431.0,1564634.0,1666851.0,1634281.0,1435407.0,1557760.0,694477.0,708681.0,Central,London Underground,Yes,,,,No,West Ruislip,London,West Ruislip Underground Station,MET,0.0001592466094575875,1634281.0,1435407.0,1557760.0,694477.0,708681.0,1,1206121.2,-55.41822873870173,2.0452801172681023,-259213.00000000003,Giảm mạnh,2,Ga rất ít khách
Westbourne Park,westbourne park,51.52092084952601,-0.20088377146790443,240,754.0,Westbourne Park,2872842.0,3108357.0,2898876.0,2734150.0,3033426.0,3366135.0,3734232.0,3727735.0,3794960.0,3978228.0,3928366.0,4018763.0,4132837.0,2253686.0,1823204.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No,Westbourne Park,London,Westbourne Park Underground Station,MET,0.0002619717856189812,3928366.0,4018763.0,4132837.0,2253686.0,1823204.0,2,3231371.2,-45.46879056686726,-19.101241255436648,-597540.1,Giảm mạnh,1,Ga nhỏ
Westminster,westminster,51.50108458344646,-0.12481826520069893,247,761.0,Westminster,18362940.0,19048245.0,19080395.0,20148033.0,20776511.0,22085605.0,23501317.0,26032437.0,25614455.0,28378426.0,24219994.0,24497646.0,22560365.0,6463756.0,7699650.0,"Circle, District, Jubilee",London Underground,Yes,,,,Yes,Westminster,London,Westminster Underground Station,MET,0.00023923330905897366,24219994.0,24497646.0,22560365.0,6463756.0,7699650.0,3,17088282.2,-71.3490628365277,19.120369023830726,-5107457.8,Giảm mạnh,3,Ga lớn
White City,white city,51.511978113587034,-0.22425431922798492,250,764.0,White City,7434800.0,9325579.0,7852459.0,8025485.0,7738266.0,7525342.0,7221772.0,7514462.0,7704418.0,8953281.0,8433511.0,8389590.0,9559843.0,4005703.0,4624537.0,Central,London Underground,Yes,,,,Yes,White City,London,White City Underground Station,MET,4.648727579773962e-05,8433511.0,8389590.0,9559843.0,4005703.0,4624537.0,1,7002636.8,-58.09865287536626,15.448823839410961,-1200183.5,Giảm mạnh,1,Ga nhỏ
Whitechapel,whitechapel,51.51945524689079,-0.059984982962259466,249,763.0,Whitechapel,12426675.0,11549795.0,12144523.0,12694694.0,12622636.0,13038867.0,14448854.0,12890831.0,11702345.0,14369235.0,26888457.0,27139055.0,27096903.0,13568344.0,13781141.0,"District, Hammersmith & City, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,,Yes,Whitechapel,London,Whitechapel Underground Station,MET,6.383061286922125e-05,26888457.0,27139055.0,27096903.0,13568344.0,13781141.0,4,21694780.0,-49.92658755135227,1.5683343523719622,-3978534.3,Giảm mạnh,3,Ga lớn
Willesden Green,willesden green,51.549308888247985,-0.2224101520807993,251,765.0,Willesden Green,8515734.0,8140465.000000001,7336090.0,7151021.0,7811402.0,8226925.0,8560802.0,8819034.0,8960771.0,8972604.0,8331012.0,7950840.0,7966014.0,4290015.0,3384122.0,Jubilee,London Underground,Yes,,,,Yes,Willesden Green,London,Willesden Green Underground Station,MET,0.0008886471556650635,8331012.0,7950840.0,7966014.0,4290015.0,3384122.0,1,6384400.6,-46.14602736073524,-21.116313113124313,-1355460.4999999998,Giảm mạnh,5,Ga trung bình
Wimbledon Park,wimbledon park,51.43446418602544,-0.19959527217312317,254,768.0,Wimbledon Park,2074186.0,2084037.0,2125523.0,2000460.0,1996939.0,2108810.0,2128289.0,1807402.0,1821025.0,1893927.0,2074785.0,2155334.0,2149788.0,1140075.0,1053984.0,District,London Underground,Yes,,,,No,Wimbledon Park,London,Wimbledon Park Underground Station,MET,0.00016438912085781077,2074785.0,2155334.0,2149788.0,1140075.0,1053984.0,1,1714793.2,-46.96802661471736,-7.5513453062298534,-305686.10000000003,Giảm mạnh,1,Ga nhỏ
Wood Green,wood green,51.59747603130841,-0.10962638054844565,256,770.0,Wood Green,10968194.0,10888104.0,10839539.0,10934845.0,11347719.0,11533740.0,12442500.0,13352231.0,13189190.0,13204130.0,12202222.0,11447694.0,12133990.0,6578240.0,5433153.0,Piccadilly,London Underground,Yes,,,,Yes,Wood Green,London,Wood Green Underground Station,MET,0.0002601265594940194,12202222.0,11447694.0,12133990.0,6578240.0,5433153.0,1,9559059.8,-45.786670336797705,-17.40719402150119,-1840759.1999999995,Giảm mạnh,0,Ga ít khách
Woodford,woodford,51.60703336518101,0.034037144154079255,255,769.0,Woodford,4247141.0,4348624.0,4477210.0,4454295.0,4894656.0,4859871.0,5585475.0,5870341.0,6034086.0,5692577.0,5682132.0,5619040.0,5862279.0,2754342.0,2663457.0,Central,London Underground,Yes,,,,No,Woodford,London,Woodford Underground Station,MET,0.00014968984670005284,5682132.0,5619040.0,5862279.0,2754342.0,2663457.0,1,4516250.0,-53.01584929683491,-3.299699165898788,-890204.7999999999,Giảm mạnh,0,Ga ít khách
Woodside Park,woodside park,51.617811407382945,-0.18542102750883854,257,771.0,Woodside Park,2202877.0,2308025.0,2310474.0,2542957.0,2685672.0,2660242.0,2633565.0,2646926.0,2816775.0,2869951.0,3366132.0,4040169.0,4349739.0,1956318.0,2015727.0,Northern,London Underground,Yes,,,,Yes,Woodside Park,London,Woodside Park Underground Station,MET,0.00020218089204686166,3366132.0,4040169.0,4349739.0,1956318.0,2015727.0,1,3145617.0,-55.02447388222603,3.036776229631379,-478466.10000000003,Giảm mạnh,2,Ga rất ít khách
All Saints,all saints,51.511010078082435,-0.012751749577122285,284,850.0,All Saints,,,,,,,,,,,2034156.0,2075415.0,2113995.0,1211243.0,1131935.0,DLR,,,,,Yes,No,All Saints,London,All Saints DLR Station,MET,0.00038373169414771983,2034156.0,2075415.0,2113995.0,1211243.0,1131935.0,1,1713348.8,-42.70360147493253,-6.547653938970132,-266861.4,Giảm mạnh,5,Ga trung bình
Beckton,beckton,51.51513328260473,0.06094244235996154,311,895.0,Beckton,,,,,,,,,,,2532056.0,2376180.0,2364126.0,1866578.0,1373476.0,DLR,,,,,Yes,No,Beckton,London,Beckton DLR Station,MET,0.0009249429630095359,2532056.0,2376180.0,2364126.0,1866578.0,1373476.0,1,2102483.2,-21.045747984667486,-26.41743339951505,-282676.2,Giảm mạnh,5,Ga trung bình
Beckton Park,beckton park,51.50894379267658,0.05489774670154237,308,891.0,Beckton Park,,,,,,,,,,,688907.0,732001.0,508725.0,165824.0,287548.0,DLR,,,,,Yes,No,Beckton Park,London,Beckton Park DLR Station,MET,0.00015496790051746132,688907.0,732001.0,508725.0,165824.0,287548.0,1,476601.0,-67.40400019656985,73.40553840216133,-136889.50000000006,Giảm nhẹ,5,Ga trung bình
Blackwall,blackwall,51.50821611461839,-0.007108496961494498,301,882.0,Blackwall,,,,,,,,,,,1924981.0,1879514.0,1973374.0,901590.0,1097865.0,DLR,,,,,Yes,No,Blackwall,London,Blackwall DLR Station,MET,0.0002652839810299669,1924981.0,1879514.0,1973374.0,901590.0,1097865.0,1,1555464.8,-54.31225910547114,21.769873223970983,-263215.60000000003,Giảm mạnh,5,Ga trung bình
Bow Church,bow church,51.527333106708156,-0.02069142439387218,285,851.0,Bow Church,,,,,,,,,,,3543715.0,3522329.0,3552013.0,2291713.0,1655934.0,DLR,,,,,Yes,No,Bow Church,London,Bow Church DLR Station,MET,0.0005792372148408354,3543715.0,3522329.0,3552013.0,2291713.0,1655934.0,1,2913140.8,-35.48128906059747,-27.742522732994924,-500617.80000000005,Giảm mạnh,5,Ga trung bình
Bromley-By-Bow,bromley by bow,51.52476993755734,-0.011661937058285865,28,530.0,Bromley-by-Bow,2652435.0,2745801.0,2406403.0,2620645.0,2750832.0,2628177.0,3210211.0,3414885.0,3685840.0,3789045.0,3569032.0,4093177.0,4229591.0,2575616.0,2030519.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Bromley-by-Bow,London,Bromley-by-Bow Underground Station,MET,0.00014188956774829347,3569032.0,4093177.0,4229591.0,2575616.0,2030519.0,2,3299587.0,-39.10484488925761,-21.163752671205646,-459458.69999999995,Giảm mạnh,5,Ga trung bình
Custom House,custom house,51.50954381696438,0.027684411363851223,304,887.0,Custom House,,,,,,,,,,,0.0,2242447.0,2205585.0,774342.0,2065445.0,"DLR, TfL Rail",,,Yes,,Yes,No,Custom House,London,Custom House Station,RSE,0.00029443790313665513,0.0,2242447.0,2205585.0,774342.0,2065445.0,2,1457563.8,-64.89176340970762,166.73549930134232,-196224.9,Giảm mạnh,5,Ga trung bình
Cutty Sark,cutty sark,51.481694371850814,-0.01085877270808698,300,879.0,Cutty Sark,,,,,,,,,,,7430815.0,6747837.0,7083717.0,2561980.0,3920658.0,DLR,,,,,Yes,No,Cutty Sark,,,,,7430815.0,6747837.0,7083717.0,2561980.0,3920658.0,1,5549001.4,-63.8328295723841,53.03234217285069,-1120617.1,Giảm mạnh,5,Ga trung bình
Cyprus,cyprus,51.50879193027477,0.06353851971712263,309,893.0,Cyprus,,,,,,,,,,,1888241.0,1859018.0,1993882.0,877612.0,1138664.0,DLR,,,,,Yes,No,Cyprus,London,Cyprus DLR Station,MET,0.000500958001368266,1888241.0,1859018.0,1993882.0,877612.0,1138664.0,1,1551483.4,-55.98475737280341,29.74571906491707,-248056.0,Giảm mạnh,5,Ga trung bình
Deptford Bridge,deptford bridge,51.474284721273506,-0.021550621322944774,312,897.0,Deptford Bridge,,,,,,,,,,,4242465.0,4005170.0,4214301.0,1139053.0,1766459.0,DLR,,,,,Yes,No,Deptford Bridge,London,Deptford Bridge DLR Station,MET,0.0008902322809854418,4242465.0,4005170.0,4214301.0,1139053.0,1766459.0,1,3073489.6,-72.97172176358548,55.08137022596842,-781812.8999999999,Giảm mạnh,5,Ga trung bình
Devons Road,devons road,51.52217508054479,-0.017224616322978142,299,867.0,Devons Road,,,,,,,,,,,2372121.0,2468678.0,2624213.0,1418974.0,1447472.0,DLR,,,,,Yes,No,Devons Road,Bromley,Devons Road DLR Station,MET,0.0006282584053838238,2372121.0,2468678.0,2624213.0,1418974.0,1447472.0,1,2066291.6,-45.927636209408305,2.008352513858605,-289900.2,Giảm mạnh,5,Ga trung bình
East India,east india,51.50904124910798,-0.002748663563422358,302,883.0,East India,,,,,,,,,,,3662137.0,3637806.0,3878104.0,1703338.0,2333112.0,DLR,,,,,Yes,No,East India,London,East India DLR Station,MET,0.0005287361335628109,3662137.0,3637806.0,3878104.0,1703338.0,2333112.0,1,3042899.4,-56.07807320278157,36.972931972397724,-459251.8,Giảm mạnh,5,Ga trung bình
Elverson Road,elverson road,51.46881942759032,-0.017467307436164158,313,898.0,Elverson Road,,,,,,,,,,,1965251.0,1683418.0,1700793.0,992404.0,884912.0,DLR,,,,,Yes,No,Elverson Road,Lewisham,Elverson Road DLR Station,MET,0.0007815208032931195,1965251.0,1683418.0,1700793.0,992404.0,884912.0,1,1445355.6,-41.6505124374336,-10.831475890867026,-285169.20000000007,Giảm mạnh,5,Ga trung bình
